-6.21437e-07 -6.13165e-07 -6.04892e-07 -5.9662e-07 -5.87708e-07 -5.782e-07 -5.68691e-07 -5.59156e-07 -5.48856e-07 -5.38556e-07 -5.28256e-07 -5.17785e-07 -5.07175e-07 -4.96565e-07 -4.85968e-07 -4.75545e-07 -4.65122e-07 -4.54698e-07 -4.4467e-07 -4.3492e-07 -4.2517e-07 -4.15537e-07 -4.06916e-07 -3.98296e-07 -3.89676e-07 -3.82007e-07 -3.74919e-07 -3.67831e-07 -3.61001e-07 -3.55777e-07 -3.50553e-07 -3.45329e-07 -3.41485e-07 -3.38366e-07 -3.35248e-07 -3.32519e-07 -3.31661e-07 -3.30803e-07 -3.29944e-07 -3.30664e-07 -3.32094e-07 -3.33524e-07 -3.35416e-07 -3.39079e-07 -3.42742e-07 -3.46405e-07 -3.51555e-07 -3.57271e-07 -3.62987e-07 -3.69136e-07 -3.76641e-07 -3.84146e-07 -3.91651e-07 -4.00246e-07 -4.09189e-07 -4.18132e-07 -4.27356e-07 -4.37315e-07 -4.47275e-07 -4.57234e-07 -4.67638e-07 -4.78157e-07 -4.88677e-07 -4.99215e-07 -5.09794e-07 -5.20373e-07 -5.30952e-07 -5.41172e-07 -5.51318e-07 -5.61464e-07 -5.71297e-07 -5.80536e-07 -5.89776e-07 -5.99015e-07 -6.071e-07 -6.15e-07 -6.229e-07 -6.30153e-07 -6.36345e-07 -6.42537e-07 -6.48729e-07 -6.53133e-07 -6.5733e-07 -6.61528e-07 -6.64815e-07 -6.66811e-07 -6.68808e-07 -6.70805e-07 -6.70678e-07 -6.70394e-07 -6.7011e-07 -6.68804e-07 -6.66239e-07 -6.63674e-07 -6.61109e-07 -6.56467e-07 -6.51751e-07 -6.47035e-07 -6.44596e-07 -6.44596e-07 -6.44596e-07 
-7.89105e-07 -7.77753e-07 -7.664e-07 -7.55047e-07 -7.42819e-07 -7.29772e-07 -7.16725e-07 -7.03641e-07 -6.89504e-07 -6.75368e-07 -6.61231e-07 -6.46861e-07 -6.32302e-07 -6.17743e-07 -6.03201e-07 -5.88896e-07 -5.74591e-07 -5.60285e-07 -5.46522e-07 -5.33142e-07 -5.19762e-07 -5.06542e-07 -4.94712e-07 -4.82882e-07 -4.71052e-07 -4.60527e-07 -4.508e-07 -4.41073e-07 -4.31698e-07 -4.24529e-07 -4.17359e-07 -4.1019e-07 -4.04916e-07 -4.0064e-07 -3.96364e-07 -3.92623e-07 -3.91451e-07 -3.90278e-07 -3.89105e-07 -3.90091e-07 -3.92048e-07 -3.94005e-07 -3.96597e-07 -4.01622e-07 -4.06647e-07 -4.11671e-07 -4.18738e-07 -4.26583e-07 -4.34427e-07 -4.42864e-07 -4.53164e-07 -4.63463e-07 -4.73762e-07 -4.85559e-07 -4.97831e-07 -5.10104e-07 -5.22762e-07 -5.36432e-07 -5.50102e-07 -5.63772e-07 -5.78045e-07 -5.92476e-07 -6.06908e-07 -6.21367e-07 -6.35887e-07 -6.50408e-07 -6.64928e-07 -6.78955e-07 -6.92879e-07 -7.06803e-07 -7.20298e-07 -7.32978e-07 -7.45658e-07 -7.58338e-07 -7.69432e-07 -7.80273e-07 -7.91114e-07 -8.01066e-07 -8.09563e-07 -8.1806e-07 -8.26558e-07 -8.32601e-07 -8.38361e-07 -8.44121e-07 -8.48629e-07 -8.51361e-07 -8.54093e-07 -8.56825e-07 -8.56656e-07 -8.56273e-07 -8.55889e-07 -8.54101e-07 -8.50586e-07 -8.4707e-07 -8.43554e-07 -8.37182e-07 -8.30709e-07 -8.24235e-07 -8.20886e-07 -8.20886e-07 -8.20886e-07 
-9.56773e-07 -9.4234e-07 -9.27908e-07 -9.13475e-07 -8.97929e-07 -8.81344e-07 -8.64759e-07 -8.48126e-07 -8.30153e-07 -8.12179e-07 -7.94205e-07 -7.75937e-07 -7.57429e-07 -7.3892e-07 -7.20434e-07 -7.02247e-07 -6.8406e-07 -6.65872e-07 -6.48375e-07 -6.31365e-07 -6.14354e-07 -5.97548e-07 -5.82508e-07 -5.67469e-07 -5.52429e-07 -5.39048e-07 -5.26681e-07 -5.14314e-07 -5.02395e-07 -4.9328e-07 -4.84165e-07 -4.7505e-07 -4.68347e-07 -4.62914e-07 -4.5748e-07 -4.52727e-07 -4.5124e-07 -4.49753e-07 -4.48266e-07 -4.49517e-07 -4.52002e-07 -4.54486e-07 -4.57778e-07 -4.64164e-07 -4.70551e-07 -4.76938e-07 -4.85922e-07 -4.95894e-07 -5.05867e-07 -5.16593e-07 -5.29687e-07 -5.42781e-07 -5.55874e-07 -5.70871e-07 -5.86473e-07 -6.02076e-07 -6.18168e-07 -6.35548e-07 -6.52929e-07 -6.70309e-07 -6.88452e-07 -7.06796e-07 -7.25139e-07 -7.43519e-07 -7.61981e-07 -7.80443e-07 -7.98905e-07 -8.16738e-07 -8.34439e-07 -8.52141e-07 -8.69298e-07 -8.85419e-07 -9.0154e-07 -9.1766e-07 -9.31764e-07 -9.45546e-07 -9.59327e-07 -9.71979e-07 -9.82782e-07 -9.93584e-07 -1.00439e-06 -1.01207e-06 -1.01939e-06 -1.02671e-06 -1.03244e-06 -1.03591e-06 -1.03938e-06 -1.04285e-06 -1.04263e-06 -1.04215e-06 -1.04167e-06 -1.0394e-06 -1.03493e-06 -1.03047e-06 -1.026e-06 -1.0179e-06 -1.00967e-06 -1.00143e-06 -9.97177e-07 -9.97177e-07 -9.97177e-07 
-1.12444e-06 -1.10693e-06 -1.08942e-06 -1.0719e-06 -1.05304e-06 -1.03292e-06 -1.01279e-06 -9.92612e-07 -9.70801e-07 -9.48991e-07 -9.2718e-07 -9.05013e-07 -8.82555e-07 -8.60098e-07 -8.37667e-07 -8.15598e-07 -7.93529e-07 -7.71459e-07 -7.50228e-07 -7.29587e-07 -7.08947e-07 -6.88553e-07 -6.70304e-07 -6.52055e-07 -6.33806e-07 -6.17569e-07 -6.02562e-07 -5.87555e-07 -5.73093e-07 -5.62032e-07 -5.50971e-07 -5.39911e-07 -5.31779e-07 -5.25188e-07 -5.18597e-07 -5.12832e-07 -5.1103e-07 -5.09228e-07 -5.07427e-07 -5.08944e-07 -5.11956e-07 -5.14967e-07 -5.18959e-07 -5.26707e-07 -5.34456e-07 -5.42205e-07 -5.53105e-07 -5.65206e-07 -5.77307e-07 -5.90322e-07 -6.0621e-07 -6.22098e-07 -6.37986e-07 -6.56183e-07 -6.75115e-07 -6.94047e-07 -7.13575e-07 -7.34665e-07 -7.55755e-07 -7.76846e-07 -7.9886e-07 -8.21115e-07 -8.4337e-07 -8.65671e-07 -8.88074e-07 -9.10478e-07 -9.32881e-07 -9.5452e-07 -9.76e-07 -9.9748e-07 -1.0183e-06 -1.03786e-06 -1.05742e-06 -1.07698e-06 -1.0941e-06 -1.11082e-06 -1.12754e-06 -1.14289e-06 -1.156e-06 -1.16911e-06 -1.18222e-06 -1.19154e-06 -1.20042e-06 -1.20931e-06 -1.21626e-06 -1.22046e-06 -1.22466e-06 -1.22887e-06 -1.22861e-06 -1.22803e-06 -1.22745e-06 -1.2247e-06 -1.21928e-06 -1.21386e-06 -1.20844e-06 -1.19861e-06 -1.18862e-06 -1.17863e-06 -1.17347e-06 -1.17347e-06 -1.17347e-06 
-1.38352e-06 -1.36066e-06 -1.3378e-06 -1.31494e-06 -1.29031e-06 -1.26404e-06 -1.23777e-06 -1.21143e-06 -1.18296e-06 -1.15449e-06 -1.12602e-06 -1.09709e-06 -1.06777e-06 -1.03845e-06 -1.00917e-06 -9.80362e-07 -9.51555e-07 -9.22748e-07 -8.95033e-07 -8.6809e-07 -8.41146e-07 -8.14526e-07 -7.90704e-07 -7.66882e-07 -7.4306e-07 -7.21866e-07 -7.02276e-07 -6.82687e-07 -6.63809e-07 -6.49374e-07 -6.34939e-07 -6.20504e-07 -6.09891e-07 -6.01291e-07 -5.9269e-07 -5.85166e-07 -5.82807e-07 -5.80449e-07 -5.7809e-07 -5.8007e-07 -5.84002e-07 -5.87934e-07 -5.93145e-07 -6.03257e-07 -6.1337e-07 -6.23483e-07 -6.37713e-07 -6.5351e-07 -6.69308e-07 -6.86299e-07 -7.07039e-07 -7.27778e-07 -7.48518e-07 -7.72272e-07 -7.96985e-07 -8.21698e-07 -8.47189e-07 -8.7472e-07 -9.02251e-07 -9.29781e-07 -9.58515e-07 -9.87563e-07 -1.01661e-06 -1.04572e-06 -1.07496e-06 -1.10421e-06 -1.13345e-06 -1.1617e-06 -1.18974e-06 -1.21778e-06 -1.24496e-06 -1.27049e-06 -1.29603e-06 -1.32157e-06 -1.34391e-06 -1.36573e-06 -1.38756e-06 -1.4076e-06 -1.42471e-06 -1.44183e-06 -1.45894e-06 -1.4711e-06 -1.4827e-06 -1.49429e-06 -1.50336e-06 -1.50885e-06 -1.51434e-06 -1.51983e-06 -1.5195e-06 -1.51875e-06 -1.51799e-06 -1.5144e-06 -1.50732e-06 -1.50025e-06 -1.49317e-06 -1.48034e-06 -1.4673e-06 -1.45426e-06 -1.44752e-06 -1.44752e-06 -1.44752e-06 
-1.70712e-06 -1.67731e-06 -1.6475e-06 -1.61769e-06 -1.58558e-06 -1.55132e-06 -1.51707e-06 -1.48271e-06 -1.44559e-06 -1.40848e-06 -1.37136e-06 -1.33363e-06 -1.29539e-06 -1.25716e-06 -1.21898e-06 -1.18142e-06 -1.14386e-06 -1.1063e-06 -1.07016e-06 -1.03503e-06 -9.99893e-07 -9.65181e-07 -9.34119e-07 -9.03056e-07 -8.71994e-07 -8.44357e-07 -8.18814e-07 -7.9327e-07 -7.68655e-07 -7.49837e-07 -7.31019e-07 -7.12201e-07 -6.98367e-07 -6.87155e-07 -6.75944e-07 -6.66133e-07 -6.63046e-07 -6.5996e-07 -6.56873e-07 -6.59453e-07 -6.64584e-07 -6.69714e-07 -6.7651e-07 -6.89695e-07 -7.02879e-07 -7.16064e-07 -7.34619e-07 -7.55221e-07 -7.75823e-07 -7.9798e-07 -8.25023e-07 -8.52067e-07 -8.79111e-07 -9.10085e-07 -9.4231e-07 -9.74535e-07 -1.00777e-06 -1.04367e-06 -1.07957e-06 -1.11547e-06 -1.15293e-06 -1.19081e-06 -1.22868e-06 -1.26663e-06 -1.30477e-06 -1.3429e-06 -1.38104e-06 -1.41787e-06 -1.45443e-06 -1.49099e-06 -1.52643e-06 -1.55973e-06 -1.59303e-06 -1.62633e-06 -1.65546e-06 -1.68393e-06 -1.71239e-06 -1.73853e-06 -1.76084e-06 -1.78315e-06 -1.80546e-06 -1.82132e-06 -1.83644e-06 -1.85156e-06 -1.86338e-06 -1.87054e-06 -1.87771e-06 -1.88487e-06 -1.88445e-06 -1.88347e-06 -1.88248e-06 -1.8778e-06 -1.86857e-06 -1.85934e-06 -1.8501e-06 -1.83337e-06 -1.81637e-06 -1.79936e-06 -1.79057e-06 -1.79057e-06 -1.79057e-06 
-2.03072e-06 -1.99396e-06 -1.95721e-06 -1.92045e-06 -1.88085e-06 -1.83861e-06 -1.79636e-06 -1.75399e-06 -1.70823e-06 -1.66246e-06 -1.6167e-06 -1.57017e-06 -1.52302e-06 -1.47587e-06 -1.42879e-06 -1.38247e-06 -1.33616e-06 -1.28984e-06 -1.24528e-06 -1.20196e-06 -1.15864e-06 -1.11584e-06 -1.07753e-06 -1.03923e-06 -1.00093e-06 -9.66849e-07 -9.35351e-07 -9.03854e-07 -8.73501e-07 -8.503e-07 -8.271e-07 -8.03899e-07 -7.86843e-07 -7.7302e-07 -7.59197e-07 -7.471e-07 -7.43285e-07 -7.39471e-07 -7.35656e-07 -7.38837e-07 -7.45165e-07 -7.51494e-07 -7.59876e-07 -7.76132e-07 -7.92388e-07 -8.08644e-07 -8.31526e-07 -8.56932e-07 -8.82338e-07 -9.09661e-07 -9.43008e-07 -9.76356e-07 -1.0097e-06 -1.0479e-06 -1.08763e-06 -1.12737e-06 -1.16836e-06 -1.21262e-06 -1.25689e-06 -1.30116e-06 -1.34735e-06 -1.39405e-06 -1.44075e-06 -1.48755e-06 -1.53457e-06 -1.5816e-06 -1.62862e-06 -1.67404e-06 -1.71912e-06 -1.76421e-06 -1.8079e-06 -1.84897e-06 -1.89003e-06 -1.93109e-06 -1.96702e-06 -2.00212e-06 -2.03722e-06 -2.06945e-06 -2.09696e-06 -2.12447e-06 -2.15199e-06 -2.17154e-06 -2.19018e-06 -2.20882e-06 -2.2234e-06 -2.23224e-06 -2.24108e-06 -2.24991e-06 -2.2494e-06 -2.24819e-06 -2.24698e-06 -2.2412e-06 -2.22981e-06 -2.21842e-06 -2.20703e-06 -2.1864e-06 -2.16543e-06 -2.14447e-06 -2.13362e-06 -2.13362e-06 -2.13362e-06 
-2.4061e-06 -2.36091e-06 -2.31572e-06 -2.27053e-06 -2.22185e-06 -2.16991e-06 -2.11796e-06 -2.06587e-06 -2.00961e-06 -1.95335e-06 -1.89709e-06 -1.83988e-06 -1.78192e-06 -1.72395e-06 -1.66605e-06 -1.60911e-06 -1.55217e-06 -1.49523e-06 -1.44044e-06 -1.38718e-06 -1.33392e-06 -1.2813e-06 -1.23421e-06 -1.18712e-06 -1.14002e-06 -1.09812e-06 -1.0594e-06 -1.02068e-06 -9.83361e-07 -9.54836e-07 -9.26311e-07 -8.97785e-07 -8.76817e-07 -8.59827e-07 -8.42836e-07 -8.27965e-07 -8.23267e-07 -8.18569e-07 -8.13871e-07 -8.17781e-07 -8.25565e-07 -8.33348e-07 -8.43657e-07 -8.63643e-07 -8.8363e-07 -9.03617e-07 -9.31749e-07 -9.62986e-07 -9.94222e-07 -1.02781e-06 -1.06881e-06 -1.10981e-06 -1.15081e-06 -1.19777e-06 -1.24663e-06 -1.29548e-06 -1.34587e-06 -1.40029e-06 -1.45471e-06 -1.50913e-06 -1.56593e-06 -1.62335e-06 -1.68076e-06 -1.7383e-06 -1.79611e-06 -1.85393e-06 -1.91174e-06 -1.96758e-06 -2.02301e-06 -2.07844e-06 -2.13217e-06 -2.18265e-06 -2.23313e-06 -2.28361e-06 -2.32778e-06 -2.37094e-06 -2.4141e-06 -2.45372e-06 -2.48754e-06 -2.52137e-06 -2.55519e-06 -2.57923e-06 -2.60214e-06 -2.62505e-06 -2.64298e-06 -2.65385e-06 -2.66473e-06 -2.67561e-06 -2.67497e-06 -2.67348e-06 -2.67199e-06 -2.66489e-06 -2.65088e-06 -2.63687e-06 -2.62286e-06 -2.5975e-06 -2.57172e-06 -2.54595e-06 -2.53262e-06 -2.53262e-06 -2.53262e-06 
-3.03004e-06 -2.96928e-06 -2.90852e-06 -2.84777e-06 -2.78232e-06 -2.71249e-06 -2.64265e-06 -2.57262e-06 -2.49699e-06 -2.42137e-06 -2.34574e-06 -2.26884e-06 -2.19091e-06 -2.11297e-06 -2.03514e-06 -1.95856e-06 -1.88199e-06 -1.80542e-06 -1.73177e-06 -1.66018e-06 -1.58858e-06 -1.51785e-06 -1.45453e-06 -1.39121e-06 -1.3279e-06 -1.27157e-06 -1.21951e-06 -1.16745e-06 -1.11728e-06 -1.07892e-06 -1.04055e-06 -1.00218e-06 -9.73987e-07 -9.51155e-07 -9.28324e-07 -9.08338e-07 -9.0201e-07 -8.95683e-07 -8.89356e-07 -8.94615e-07 -9.05087e-07 -9.1556e-07 -9.29427e-07 -9.56307e-07 -9.83187e-07 -1.01007e-06 -1.04789e-06 -1.08989e-06 -1.13188e-06 -1.17704e-06 -1.23216e-06 -1.28728e-06 -1.3424e-06 -1.40553e-06 -1.47121e-06 -1.53689e-06 -1.60464e-06 -1.67779e-06 -1.75095e-06 -1.82411e-06 -1.90048e-06 -1.97768e-06 -2.05489e-06 -2.13226e-06 -2.20998e-06 -2.2877e-06 -2.36542e-06 -2.44051e-06 -2.51505e-06 -2.58959e-06 -2.66182e-06 -2.72967e-06 -2.79751e-06 -2.86536e-06 -2.92474e-06 -2.98276e-06 -3.04078e-06 -3.09404e-06 -3.13952e-06 -3.185e-06 -3.23047e-06 -3.26277e-06 -3.29354e-06 -3.32432e-06 -3.34843e-06 -3.36309e-06 -3.37776e-06 -3.39242e-06 -3.39155e-06 -3.38953e-06 -3.3875e-06 -3.37794e-06 -3.3591e-06 -3.34026e-06 -3.32142e-06 -3.28733e-06 -3.2527e-06 -3.21806e-06 -3.20015e-06 -3.20015e-06 -3.20015e-06 
-3.65397e-06 -3.57765e-06 -3.50133e-06 -3.42501e-06 -3.34279e-06 -3.25507e-06 -3.16734e-06 -3.07937e-06 -2.98437e-06 -2.88938e-06 -2.79439e-06 -2.6978e-06 -2.5999e-06 -2.502e-06 -2.40422e-06 -2.30802e-06 -2.21182e-06 -2.11561e-06 -2.02309e-06 -1.93317e-06 -1.84324e-06 -1.75439e-06 -1.67485e-06 -1.59531e-06 -1.51577e-06 -1.44501e-06 -1.37962e-06 -1.31423e-06 -1.25121e-06 -1.20299e-06 -1.15478e-06 -1.10657e-06 -1.07116e-06 -1.04248e-06 -1.01381e-06 -9.88711e-07 -9.80754e-07 -9.72798e-07 -9.64841e-07 -9.71448e-07 -9.8461e-07 -9.97771e-07 -1.0152e-06 -1.04897e-06 -1.08274e-06 -1.11652e-06 -1.16403e-06 -1.21679e-06 -1.26954e-06 -1.32627e-06 -1.39551e-06 -1.46475e-06 -1.53399e-06 -1.61329e-06 -1.6958e-06 -1.77831e-06 -1.8634e-06 -1.95529e-06 -2.04719e-06 -2.13908e-06 -2.23502e-06 -2.33202e-06 -2.42902e-06 -2.52621e-06 -2.62384e-06 -2.72147e-06 -2.8191e-06 -2.91344e-06 -3.00709e-06 -3.10074e-06 -3.19148e-06 -3.27669e-06 -3.3619e-06 -3.4471e-06 -3.52169e-06 -3.59458e-06 -3.66746e-06 -3.73437e-06 -3.7915e-06 -3.84862e-06 -3.90575e-06 -3.9463e-06 -3.98495e-06 -4.02359e-06 -4.05388e-06 -4.07233e-06 -4.09078e-06 -4.10924e-06 -4.10813e-06 -4.10557e-06 -4.10301e-06 -4.09099e-06 -4.06732e-06 -4.04365e-06 -4.01998e-06 -3.97717e-06 -3.93367e-06 -3.89017e-06 -3.86767e-06 -3.86767e-06 -3.86767e-06 
